pregunta;respuesta;'tema'
¿Qué impacto tiene el uso correcto de position (static, relative, absolute, fixed) en e l layout?;Determina cómo se ubican los elementos respecto al flujo normal o a contenedores específicos. Dominarlo es clave para crear overlays, headers fijos y layouts complejos sin hacks.;'CSS'
¿Por qué position: absolute se posiciona respecto al ancestro posicionado más cercano?;Porque busca el primer padre con position diferente a static para usarlo como referencia. Sin él, se posiciona respecto al viewport, lo que puede romper el diseño.;'CSS'
¿Cuál es la  ventaja de usar position: sticky para elementos de navegación?;Combina comportamiento relative y fixed, permitiendo que un elemento se mueva con el scroll hasta un umbral y se quede fijo, sin necesidad de JavaScript.;'CSS'
¿Por qué deberíamos usar overflow con cuidado y entender sus implicaciones?;Porque controla el desbordamiento de contenido; mal configurado puede ocultar información importante, crear scroll no deseado o romper layouts responsivos.;'CSS'
¿Qué beneficios trae usar pseudo-clases (:hover, :focus, :active) para mejorar la UX?;Proporcionan retroalimentación visual inmediata a interacciones del usuario, mejorando la usabilidad, accesibilidad y la sensación de interfaz moderna y reactiva.;'CSS'
¿Por qué es importante estiliz ar el estado :focus para accesibilidad?;Permite a usuarios que navegan por teclado ver claramente qué elemento está seleccionado, siendo un requisito esencial de accesibilidad y usabilidad.;'CSS'
¿Cuál es la importancia de usar pseudo-elementos (::before, ::after) de manera semántica?;Permiten agregar decoración o contenido visual sin modificar el HTML, manteniendo la separación de responsabilidades y reduciendo código innecesario en el DOM.;'CSS'
¿Por qué deberíamos usar media queries para diseño responsivo?;Permiten adaptar estilos según el tamaño de pantalla, orientación o resolución, garantizando que la interfaz sea usable y estéticamente coherente en cualquier dispositivo.;'CSS'
¿Qué ventajas tiene el enfoque mobile-first en CSS?;Optimiza primero para dispositivos con restricciones, luego agrega complejidad para pantallas grandes, resultando en CSS más ligero, performante y fácil de mantener.;'CSS'
¿Por qué es importante usar unidades viewport (vw, vh) con precaución?;Porque se basan en el tamaño de la ventana y pueden causar escalados excesivos en móviles o escritorio; combinarlas con máximos/mínimos evita diseños rotos.;'CSS'
¿Cuál es el impacto de usar transitions y animat ions en la experiencia del usuario?;Suavizan cambios de estado, guían la atención, proporcionan retroalimentación y hacen la interfaz más intuitiva y agradable, siempre que no distraigan ni ralenticen.;'CSS'
¿Por qué deberíamos optimizar las animaciones CSS para el rendimiento?;Animaciones mal optimizadas causan saltos, consumo excesivo de CPU/GPU y mala experiencia en móviles. Usar transform y opacity evita repintados costosos del navegador.;'CSS'
¿ Qué beneficios trae usar transform en lugar de top/left para animaciones?;transform opera en la capa de composición del navegador, evitando repintados del layout y mejorando significativamente la fluidez y el rendimiento de las animaciones.;'CSS'
¿ Por qué Flexbox es una mejor opción que floats para layouts modernos?;Flexbox maneja alineación, distribución y orden de forma nativa en una dimensión, sin hacks como clearfix, y es más predecible y fácil de mantener que los floats.;'CSS'
¿Cuándo deberíamos usar Flexbox y cuándo CSS Grid?;Flexbox para layouts unidimensionales (fila o columna) y alineación de elementos. Grid para layouts bidimensionales complejos que requieren control preciso de filas y columnas.;'CSS'
¿Qué ventajas tiene usar display: flex para centrar elementos?;Simplifica el centrado horizontal y vertical con pocas propiedades, elimina la necesidad de márgenes negativos o tablas invisibles y funciona en contenedores dinámicos.;'CSS'
¿Por qué es importante entender la diferencia entre justify-content y align-items?;Justify-content alinea en el eje principal, align-items en el eje transversal. Dominar ambos permite controlar con precisión la distribución espacial de los elementos hijos.;'CSS'
¿Cuál es el impacto de flex-direction en el comportamiento de los elementos hijos?;Define si los elementos se apilan horizontal o verticalmente, cambiando el eje principal y transversal, lo que afecta directamente el flujo y la responsividad del layout.;'CSS'
¿Por qué flex-wrap es importante pa ra diseños responsivos?;Permite que los elementos pasen a la siguiente línea cuando no caben, evitando desbordamientos y creando layouts adaptativos sin necesidad de media queries adicionales.;'CSS'
¿Qué beneficios trae usar flex-grow, flex-shrink y flex-basis correctamente?;Controlan cómo los elementos crecen, encogen y su tamaño base, permitiendo crear layouts fluidos que se adaptan automáticamente al espacio disponible sin cálculos manuales.;'CSS'
¿Por qué deberíam os evitar usar flex: 1 sin entender sus implicaciones?;flex: 1 expande el elemento para ocupar todo el espacio sobrante, pero puede causar desbordamientos o comportamientos inesperados si no se controlan flex-basis y overflow.;'CSS'
¿Cuál es la ventaja de usar gap en Flexbox en lugar de margins?;gap aplica espaciado uniforme entre elementos sin afectar los bordes del contenedor, evitando márgenes negativos o colapsados y simplificando el código CSS.;'CSS'
¿Por qué es importante considerar la compatibilidad de navegadores al usar Flexbox?;Aunque el soporte es amplio, versiones antiguas requieren prefijos o tienen bugs conocidos. Verificar compatibilidad evita fallos visuales en usuarios con navegadores desactualizados.;'CSS'
¿Qué son los prefijos de navegador (-webkit-, -moz-) y cuándo so n necesarios?;Son extensiones propietarias que implementan características CSS antes de que se estandaricen. Solo deben usarse cuando sea estrictamente necesario y con herramientas como Autoprefixer.;'CSS'
¿Por qué deberíamos usar herramientas como Autoprefixer en lugar de escribir prefijos manualmente?;Automatiza la adición de prefijos según la compatibilidad actualizada, reduce errores humanos, ahorra tiempo y mantiene el código CSS limpio y estandarizado.;'CSS'
¿Cuál  es la importancia de entender el concepto de eje principal y eje transversal en Flexbox?;Determina cómo se alinean, distribuyen y envuelven los elementos. Confundirlos provoca layouts rotos y dificulta la aplicación correcta de propiedades de alineación.;'CSS'
¿Por qué align-self es útil para alinear elementos individu ales dentro de un contenedor flex?;Permite sobrescribir la alineación por defecto para un elemento específico sin afectar a los demás, ofreciendo control granular sin modificar la estructura HTML.;'CSS'
¿Qué ventajas tiene usar order para reordenar elementos visualmente sin cambiar el HTML?;Permite adaptar el flujo visual a diferentes dispositivos sin tocar el marcado semántico, mejorando la responsividad sin sacrificar la estructura lógica del documento.;'CSS'
¿Por qué deberíamos tener cuidado al usar order desde la perspectiva de accesibilidad?;Cambiar el orden visual puede desincronizarlo con el orden del DOM, confundiendo a usuarios de teclado y lectores de pantalla que navegan por la estructura HTML original.;'CSS'
¿Cuál es el impacto de usar flex-direction: column para  layouts verticales?;Apila los elementos de arriba a abajo, invierte los ejes principal y transversal y facilita la creación de menús, listas o formularios verticales con alineación controlada.;'CSS'
¿Por qué es importante entender que Flexbox es unidimensional (fila o columna)?;Limita su uso a una dirección por contenedor. Intentar controlar filas y columnas simultáneamente con Flexbox genera código complejo; para eso existe CSS Grid.;'CSS'
¿Qué beneficios tr ae CSS Grid para layouts bidimensionales complejos?;Permite definir filas y columnas simultáneamente, alinear elementos con precisión, crear áreas nombradas y manejar layouts complejos con menos código y mayor mantenibilidad.;'CSS'
¿Por qué deberíamos combinar Flexbox y Grid según las necesidades del diseño?;Cada tecnología resuelve problemas distintos: Flexbox para alineación y flujo unidimensional, Grid para estructura bidimensional. Combinarlas aprovecha lo mejor de ambas.;'CSS'
¿Cuál es la ventaja de usar border-radius para esquinas redondeadas?;Suaviza la interfaz visual, guía la atención del usuario y crea una apariencia más moderna y amigable sin necesidad de imágenes o pseudo-elementos.;'CSS'
¿Por qué border-radius: 50% crea un círculo perfecto?;Aplica un radio igual a la mitad del ancho/alto del elemento. Si el contenedor es cuadrado, los bordes se curvan completamente, generando un círculo perfecto.;'CSS'
¿Qué impacto tienen las sombras (box-shadow, text-shadow) en la percepción de profundidad?;Crean jerarquía visual, separan capas sin bordes duros y mejoran la legibilidad o el enfoque, simulando elevación realista según las guías de diseño moderno.;'CSS'
¿Por qué deberíamos usar s ombras sutiles en lugar de bordes para separar elementos?;Las sombras añaden profundidad sin líneas duras, mejoran la estética moderna y evitan la sobrecarga visual que generan los bordes múltiples en interfaces densas.;'CSS'
¿Cuál es la diferencia entre box-shadow normal e inset, y cuándo usar cada uno?;Normal proyecta sombra hacia afuera (elevación), inset la proyecta hacia adentro (hundimiento). Usar cada una según si quieres simular relieve o profundidad interna.;'CSS'
¿Por qué los gradientes (linear-gradient, radial-gradient) son mejores que imágenes para fondos simples?;Son escalables infinitamente sin pérdida de calidad, pesan menos en KB, se cargan instantáneamente y permiten ajustes dinámicos con variables CSS.;'CSS'
¿Qué vent ajas tiene usar gradientes CSS en términos de rendimiento?;Eliminan peticiones HTTP extra, reducen el tamaño total de la página y se renderizan directamente por el navegador, mejorando la velocidad de carga inicial.;'CSS'
¿Por qué es importante entender la dirección en linear-gradient (to bottom, to right,  etc.)?;Define el flujo visual de los colores. Elegir la dirección correcta guía la atención del usuario, mejora la armonía del diseño y evita transiciones visuales confusas.;'CSS'
¿Cuál es el impacto de usar background-size: cover vs contain para imágenes de fondo?;cover llena el contenedor recortando si es necesario, contain muestra toda la imagen dejando espacio. Elegir bien evita distorsiones y mantiene la intención visual.;'CSS'
¿Por qué backg round-repeat: no-repeat es común en diseños modernos?;Evita que las imágenes de fondo se repitan en mosaico, lo que suele generar patrones visuales molestos y rompe la estética limpia y minimalista actual.;'CSS'
¿Qué beneficios trae usar background-position para controlar la ubicación de fondos?;Permite alinear imágenes o gradientes con precisión dentro del contenedor, facilitando composiciones visuales equilibradas sin depender de márgenes o padding extra.;'CSS'
¿Por qué deberíamos usar múltiples backgrounds cuando sea apropiado?;Permite superponer texturas, gradientes o imágenes en una sola regla, reduciendo elementos HTML innecesarios y manteniendo el diseño modular y optimizado.;'CSS'
¿Cuál es la ventaja de usar transform para r otaciones, escalados y traslaciones?;Opera a nivel de capa de composición, evitando repintados del layout y mejorando drásticamente el rendimiento de animaciones e interacciones visuales.;'CSS'
¿Por qué transform: rotate() usa grados (deg) como unidad?;Porque es la unidad estándar para medir ángulos en CSS, permitiendo rotaciones precisas y predecibles que los navegadores interpretan consistentemente en todos los dispositivos.;'CSS'
¿Qué impacto  tiene transform: scale() con valores negativos?;Invierte el elemento horizontal o verticalmente, útil para efectos espejo o iconos direccionales, pero puede afectar la legibilidad si se aplica a texto o contenido crítico.;'CSS'
¿Por qué transform: translate() es mejor que top/left para mover elementos?;No desencadena repintados de layout, se ejecuta en la GPU y mantiene la fluidez en animaciones, mejorando significativamente el rendimiento en móviles y desktop.;'CSS'
¿Cuál es la importancia de transform: skew() para efectos visuales?;Permite crear diseños dinámicos, diagonales o tarjetas estilizadas sin imágenes, manteniendo el código ligero y adaptable a diferentes tamaños de pantalla.;'CSS'
¿Por qué deberíamos usar opacity con cuidado considerando l a accesibilidad?;Reducir la opacidad puede dificultar la lectura para usuarios con baja visión. Siempre combinar con suficiente contraste y evitar usarla para ocultar información importante.;'CSS'
¿Qué ventajas tiene usar filter (blur, brightness, contrast) para efectos visuales?;Permite ajustar imágenes o fondos directamente en CSS sin editar archivos originales, creando efectos modernos, optimizados y fácilmente reversibles con variables.;'CSS'
¿Por qu é es importante considerar el rendimiento al usar filtros y transformaciones complejas?;Algunos filtros requieren renderizado por CPU/GPU intensivo, lo que puede ralentizar dispositivos de gama baja o móviles. Optimizarlos evita lag y mejora la fluidez.;'CSS'
¿Por qué deberíamos usar const y let en lugar de var en JavaScript moderno?;const y let tienen scope de bloque, evitan hoisting confuso y previenen redeclaraciones accidentales, haciendo el código más predecible y menos propenso a errores.;'Javascript'
¿Cuál es el problema del hoisting de var y cómo lo solucionan let  y const?;var eleva declaraciones al inicio del scope pero las inicializa como undefined, causando errores silenciosos. let y const lanzan error si se acceden antes de declararse, previniendo bugs.;'Javascript'
¿Por qué const no hace que los objetos sean inmutables, solo la referencia?;const solo bloquea la reasignación de la variable. Las propiedades internas de objetos o arrays pueden modificarse; para inmutabilidad real se requieren técnicas como Object.freeze();'Javascript'
¿Cuál es la importancia del  scope de bloque que ofrecen let y const?;Limitan la visibilidad de las variables al bloque donde se declaran, evitando colisiones de nombres, efectos laterales inesperados y facilitando la depuración en funciones complejas.;'Javascript'
¿Por qué es una buena práctica usar const por defecto y let solo cuando sea necesario?;Fomenta la inmutabilidad, reduce errores por reasignación accidental, mejora la legibilidad y comunica claramente qué valores pueden cambiar durante la ejecución.;'Javascript'
¿Qué beneficios trae usar arrow functions (= >) en JavaScript moderno?;Tienen sintaxis más concisa, heredan el contexto de this léxicamente (evitando bind) y son ideales para callbacks, maps y filtros, mejorando la legibilidad del código.;'Javascript'
¿Por qué deberíamos entender el contexto de this en JavaScript?;Determina a qué objeto pertenecen los métodos y propiedades. Malinterpretarlo causa errores comunes en callbacks y clases; entenderlo permite controlar el flujo de datos correctamente.;'Javascript'
¿Cuál es la ventaja de  usar template literals (``) en lugar de concatenación de strings?;Permiten interpolación directa de variables, saltos de línea sin caracteres de escape y sintaxis más limpia, reduciendo errores y mejorando la legibilidad de cadenas complejas.;'Javascript'
¿Por qué deberíamos usar destructuring para extraer valores de objetos y arrays ?;Simplifica la extracción de datos anidados, reduce código repetitivo, mejora la legibilidad y facilita el paso de props o configuración en funciones y componentes.;'Javascript'
¿Qué impacto tiene usar spread operator (...) para copiar arrays y objetos?;Crea copias superficiales sin modificar el original, facilitando el manejo inmutable de datos, la fusión de colecciones y evitando efectos secundarios en aplicaciones.;'Javascript'
¿Por qué es importante entender la  diferencia entre == y === en JavaScript?;== compara valores con conversión de tipo (coerción), lo que puede generar resultados inesperados. === compara valor y tipo estrictamente, previniendo bugs sutiles.;'Javascript'
¿Cuál es la ventaja de usar strict mode ( "use strict ") en JavaScript?;Activa validaciones más estrictas, lanza errores para prácticas inseguras, desactiva características propensas a fallos y mejora el rendimiento y la seguridad del código.;'Javascript'
¿Por qué deberíamos evitar variables globales en JavaScript?;Contaminan el espacio global, causan conflictos entre scripts, dificultan la depuración y pueden sobrescribirse accidentalmente. Usar módulos o scope local es más seguro.;'Javascript'
¿Qué beneficios trae usar funcion es puras y evitar efectos secundarios?;Retornan el mismo resultado para las mismas entradas, no modifican estado externo y facilitan pruebas, depuración y razonamiento lógico, mejorando la mantenibilidad.;'Javascript'
¿Por qué es importante validar datos tanto en el cliente como en el servidor?;La validación en cliente mejora la UX, pero nunca es confiable por sí sola. El servidor debe validar siempre para garantizar seguridad, integridad y prevenir ataques.;'Javascript'
¿Cuál es la importancia de manejar errores con try-catch en operaciones críticas?;Permite capturar fallos inesperados, evitar que la app se rompa completamente, mostrar mensajes amigables al usuario y registrar información para depuración posterior.;'Javascript'
¿Por qué deberíamos usar console.log estratégicamente y no  dejarlo en producción?;Ayuda a depurar durante el desarrollo, pero dejarlo en producción expone información interna, ralentiza la ejecución y puede confundir o alertar a usuarios finales.;'Javascript'
¿Qué ventajas tiene usar métodos de array modernos (map, filter, reduce) sobre loops tradicionales?;Encadenan operaciones de forma declarativa, son más legibles, evitan mutaciones accidentales y expresan la intención del código de manera clara y mantenible.;'Javascript'
¿Por qué es importante entender el concepto de inmutabilidad en JavaScript?;Previene efectos secundarios inesperados, facilita la comparación de estados, mejora el rendimiento en frameworks reactivos y simplifica la depuración y pruebas.;'Javascript'
¿Cuál es el impacto de usar async/await para código asíncro no más legible?;Transforma código basado en promesas en sintaxis síncrona aparente, facilitando la lectura, manejo de errores con try-catch y la depuración paso a paso.;'Javascript'
¿Por qué deberíamos entender las promesas antes de usar async/await?;async/await es azúcar sintáctico sobre promesas. Sin entender .then(), .catch() y los estados de promesa, es difícil manejar errores, concurrencia o flujos complejos.;'Javascript'
¿Qué beneficios trae usar m ódulos ES6 (import/export) para organizar código?;Permiten dividir la lógica en archivos reutilizables, evitar colisiones de nombres, cargar código bajo demanda y estructurar proyectos escalables de forma estandarizada.;'Javascript'
¿Por qué es importante separar la lógica de negocio de la manipulación del DOM?;Mantiene el código modular, facilita las pruebas unitarias, permite reutilizar lógica en distintos entornos (web, móvil, Node) y evita acoplamiento difícil de mantener.;'Javascript'
¿Cuál es la ventaja de usar event delegation en lugar de múltiples event listeners?;Adjunta un solo listener a un padre, detectando eventos de hijos dinámicos, reduciendo consumo de memoria y simplificando el manejo de elementos creados en tiempo de ejecución.;'Javascript'
¿Por qué addEventListener es mejor que a tributos onclick en el HTML?;Separa estructura de comportamiento, permite múltiples listeners por evento, facilita la depuración y evita mezclar JavaScript con HTML, siguiendo buenas prácticas modernas.;'Javascript'
¿Qué impacto tiene usar addEventListener con la opción { once: true }?;Elimina automáticamente el listener después de la primera ejecución, evitando fugas de memoria y comportamientos duplicados en eventos que solo deben ocurrir una vez.;'Javascript'
¿Por qué es importante remover event listeners cuando ya no son necesarios?;Previene fugas de memoria, evita ejecuciones duplicadas o innecesarias y mejora el rendimiento, especialmente en aplicaciones de larga duración o con navegación entre vistas.;'Javascript'
¿Cuál es la ventaja de usar querySelector/querySelectorAll sobre getEl ementById?;Permiten seleccionar elementos con selectores CSS complejos, clases o atributos, siendo más versátiles y alineados con las prácticas modernas de manipulación del DOM.;'Javascript'
¿Por qué deberíamos evitar manipular el DOM excesivamente en loops?;Cada modificación desencadena repintados y recálculos de layout, lo que ralentiza la página. Es mejor construir el fragmento en memoria e insertarlo una sola vez.;'Javascript'
¿Qué beneficios trae usar  DocumentFragment para inserciones masivas en el DOM?;Construye una subestructura en memoria sin afectar al documento activo, permitiendo inserciones rápidas y evitando repintados repetitivos, mejorando el rendimiento.;'Javascript'
¿Por qué es importante entender el event bubbling y capturing en JavaScript?;Determina el orden en que los eventos se propagan por el DOM. Entenderlo permite usar delegación de eventos, interceptar acciones y prevenir comportamientos no deseados.;'Javascript'
¿Cuál es el impacto de usar preventDefault() en eventos de formulario?;Evita el envío o recarga por defecto del navegador, permitiendo validar datos con JavaScript, mostrar errores sin perder la entrada del usuario o enviar con AJAX.;'Javascript'
¿Por qué deberíamos usar stopPropagation() c on cuidado?;Detiene la propagación del evento hacia padres, lo que puede romper funcionalidades delegadas o listeners esperados. Solo usarla cuando se requiera aislar completamente un evento.;'Javascript'
¿Qué ventajas tiene usar dataset para almacenar datos en elementos HTML?;Proporciona una forma estándar y segura de adjuntar datos personalizados sin atributos inventados, accesible fácilmente desde JS y compatible con selectores CSS.;'Javascript'
¿Por qué es importa nte validar formularios en el cliente antes de enviarlos?;Proporciona retroalimentación inmediata al usuario, reduce la carga del servidor, evita envíos fallidos y mejora la experiencia general, aunque nunca sustituye la validación backend.;'Javascript'
¿Cuál es la importancia de proporcionar feedback visual al usuario durante operacion es asíncronas?;Indica que el sistema está trabajando, evita clics repetidos, reduce la ansiedad del usuario y mejora la percepción de velocidad y confiabilidad de la aplicación.;'Javascript'
¿Por qué deberíamos usar debouncing y throttling para eventos frecuentes (scroll, resize)?;Limitan la frecuencia de ejecución de funciones costosas, evitando saturación del hilo principal, mejorando el rendimiento y previniendo lag en dispositivos de gama baja.;'Javascript'
¿Qué beneficios trae usar IntersectionObserver para lazy loading de imágenes?;Detecta cuándo un elemento entra en el viewport de forma eficiente, evitando peticiones innecesarias, acelerando la carga inicial y mejorando los Core Web Vitals.;'Javascript'
¿Por qué es importante entender el ciclo de vida de los evento s del DOM?;Permite saber cuándo un elemento está listo para interactuar, optimizar la carga de scripts y evitar errores al manipular nodos que aún no existen en el documento.;'Javascript'
¿Cuál es el impacto de cargar JavaScript al final del body o usar defer/async?;Evita bloquear el renderizado inicial, permite que el HTML y CSS se pinten primero, mejora la experiencia percibida y acelera métricas como First Contentful Paint.;'Javascript'
¿Por qué la separación de responsabilidades (HTML/CSS/JS) es fundamental para el mantenimiento a largo plazo?;Permite actualizar estilos, estructura o lógica de forma independiente, facilita la colaboración, reduce errores por acoplamiento y hace el código más fácil de escalar.;'Introduccion'
¿Cuál es el impacto de usar un framework CSS vs escribir CSS personalizado desde cero?;Los frameworks aceleran el desarrollo inicial y garantizan consistencia, pero pueden añadir peso innecesario. CSS personalizado ofrece control total y optimización según el proyecto.;'Introduccion'
¿Por qué deberíamos considerar la acce sibilidad como un requisito, no como una característica opcional?;Es un derecho humano y un estándar legal en muchos países. Implementarla desde el inicio evita refactorizaciones costosas y garantiza que tu producto sea inclusivo.;'Introduccion'
¿Qué beneficios trae usar un sistema de control de versiones (Git) en proyectos  web?;Permite rastrear cambios, revertir errores, colaborar sin conflictos, crear ramas de prueba y mantener un historial seguro del desarrollo del proyecto.;'Introduccion'
¿Por qué es importante entender los fundamentos antes de usar frameworks como React o Vue?;Los frameworks abstraen conceptos básicos; sin entender HTML, CSS y JS nativos, es difícil depurar, optimizar o tomar decisiones arquitectónicas informadas.;'Introduccion'
¿Cuál es la i mportancia de optimizar el rendimiento web (Core Web Vitals)?;Impacta directamente en la experiencia del usuario, el posicionamiento en buscadores y las tasas de conversión. Un sitio lento genera abandono y pérdida de oportunidades.;'Introduccion'
¿Por qué deberíamos usar herramientas de build (webpack, vite) en proyectos moderno s?;Automatizan la minificación, transpilación, bundling y optimización de assets, mejorando el rendimiento, la compatibilidad y el flujo de trabajo en desarrollo.;'Introduccion'
¿Qué impacto tiene el uso de preprocesadores CSS (Sass, Less) en el flujo de desarrollo?;Añaden variables, mixins y nesting que facilitan la organización y reutilización de estilos, aunque requieren compilación y pueden añadir complejidad innecesaria en proyectos pequeños.;'Introduccion'
¿Por qué es import ante escribir código pensando en otros desarrolladores que lo leerán?;El código se lee más veces de lo que se escribe. Código claro y bien documentado acelera la incorporación de equipo, reduce errores y facilita el mantenimiento a largo plazo.;'Introduccion'
¿Cuál es la ventaja de usar linters (ESLint, Stylelint) en el desarrollo we b?;Detectan errores de sintaxis, inconsistencias y malas prácticas en tiempo real, estandarizan el estilo del equipo y previenen bugs antes de que lleguen a producción.;'Introduccion'
¿Por qué deberíamos documentar nuestro código y decisiones de diseño?;Explica el "por qué" detrás de implementaciones complejas, facilita la transferencia de conocimiento, acelera la depuración y evita decisiones contradictorias en el futuro.;'Introduccion'
¿Qué beneficios trae hacer code revie ws en equipo?;Detecta errores temprano, comparte conocimiento, mejora la calidad del código, estandariza prácticas y fomenta un entorno de aprendizaje continuo y colaboración.;'Introduccion'
¿Por qué es importante testear nuestro código en diferentes navegadores y dispositivos?;Garantiza compatibilidad, evita fallos visuales o funcionales en entornos reales y asegura que todos los usuarios tengan una experiencia consistente y profesional.;'Introduccion'
¿Cuál es el impacto de usar Progressive Web Apps (PWA) en la experiencia del usuario?;Permite instalación offline, notificaciones push y carga rápida, combinando lo mejor de la web y las apps nativas, aumentando la retención y engagement.;'Introduccion'
¿Por qué deberíamos considerar la seguridad web desde el inicio del  desarrollo?;Previene vulnerabilidades como XSS o CSRF, protege datos de usuarios, evita costos de remediación post-lanzamiento y construye confianza con la audiencia.;'Introduccion'
¿Qué ventajas tiene usar HTTPS en lugar de HTTP para todos los sitios web?;Cifra la comunicación, protege integridad de datos, mejora el SEO, habilita APIs modernas y es un estándar obligatorio para cualquier sitio web profesional hoy en día.;'Introduccion'
¿Por qué es importante  entender los principios de diseño responsivo más allá de media queries?;Incluye grids flexibles, imágenes adaptables, tipografía fluida y enfoque mobile-first, garantizando que la interfaz funcione bien en cualquier contexto de uso.;'Introduccion'
¿Cuál es la importancia de medir y analizar el comportamiento de los usu arios en nuestro sitio?;Proporciona datos reales para tomar decisiones de diseño, identificar cuellos de botella, validar hipótesis y optimizar continuamente la experiencia y conversión.;'Introduccion'
¿Por qué el aprendizaje continuo es esencial en el desarrollo web moderno?;El ecosistema evoluciona rápidamente; actualizarse en herramientas, estándares y buenas prácticas mantiene la competitividad, evita obsolescencia y mejora la calidad del trabajo.;'Introduccion'